id,date,decision,why_now,assumption,confidence,owner,next_action,success_metric,review_date,risk_if_delayedDEC-834FB978,2026-06-23,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-07,Stale assumptions compound; bottlenecks go unaddressed.
DEC-4D3B0740,2026-06-23,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-07,Stale assumptions compound; bottlenecks go unaddressed.
DEC-518ADB27,2026-06-23,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-07,Stale assumptions compound; bottlenecks go unaddressed.
DEC-E683AD87,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-B4F8A700,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-0DD2B3AD,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-F2DAA1CD,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-03D4CB02,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-2CE2D44E,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-8583BDC8,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-84192C39,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-5FCD0761,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-6E292EB7,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-763C76AD,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-144444AB,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-7D8364A1,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-7AECB3C7,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-4B6D93D1,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-F71C187B,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-ECDEBA5E,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-5AA99F26,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-49E8AFC8,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-7047B347,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-58214AEA,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-7BC30ABB,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-EDC85B23,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-4227C335,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-4D6CED1F,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-35BF03E7,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-975F3E48,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-0548A276,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-63087D0F,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-2F1C6053,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-796C6B53,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-43A8B0FF,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-FDBC09FE,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-511B12FA,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-C79CD51F,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-156F0F04,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-F9BBFEE7,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-08F4B3E3,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-B4A5806E,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-04B92C25,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-24683DFA,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-19FEFD2A,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-E4F22560,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-2722FC07,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-56CDFA9A,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-DB44317F,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-AA856055,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-7F2DB984,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-1E0B79A9,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-A20FE6B7,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-7E418C43,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-2FCBC1BE,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-8ED45096,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-EF8C07AC,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-DD14D8CE,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-FCF0D39A,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-A69B679F,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-05F8E15E,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-9BE37B0D,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-42D8DD6B,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-013B4431,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-23258420,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-C7D24211,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-307CFB16,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-EEFD2C3B,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
DEC-3C0808A7,2026-06-30,Run weekly decision review with founding team.,Decision backlog and stale assumptions increase execution risk.,Founders can commit 30 minutes weekly to review.,medium,CEO,Schedule recurring 30-min review and share decisions log.,>=80% of decisions reviewed by their review_date.,2026-07-14,Stale assumptions compound; bottlenecks go unaddressed.
